Total Nacional;Comunidades y Ciudades Autónomas;Provincias;Ocupación;Sexo;Periodo;Total
Total Nacional;02 Aragón;44 Teruel;76 Mecánicos de precisión en metales, ceramistas, vidrieros, artesanos y trabajadores de artes gráficas;Hombres;2021;90
Total Nacional;02 Aragón;44 Teruel;76 Mecánicos de precisión en metales, ceramistas, vidrieros, artesanos y trabajadores de artes gráficas;Mujeres;2022;35
Total Nacional;02 Aragón;44 Teruel;76 Mecánicos de precisión en metales, ceramistas, vidrieros, artesanos y trabajadores de artes gráficas;Mujeres;2021;41
Total Nacional;02 Aragón;44 Teruel;77 Trabajadores de la industria de la alimentación, bebidas y tabaco;Total;2022;1.144
Total Nacional;02 Aragón;44 Teruel;77 Trabajadores de la industria de la alimentación, bebidas y tabaco;Total;2021;1.194
Total Nacional;02 Aragón;44 Teruel;77 Trabajadores de la industria de la alimentación, bebidas y tabaco;Hombres;2022;718
Total Nacional;02 Aragón;44 Teruel;77 Trabajadores de la industria de la alimentación, bebidas y tabaco;Hombres;2021;746
Total Nacional;02 Aragón;44 Teruel;77 Trabajadores de la industria de la alimentación, bebidas y tabaco;Mujeres;2022;426
Total Nacional;02 Aragón;44 Teruel;77 Trabajadores de la industria de la alimentación, bebidas y tabaco;Mujeres;2021;448
Total Nacional;02 Aragón;44 Teruel;78 Trabajadores de la madera, textil, confección, piel, cuero, calzado y otros operarios en oficios;Total;2022;429
Total Nacional;02 Aragón;44 Teruel;78 Trabajadores de la madera, textil, confección, piel, cuero, calzado y otros operarios en oficios;Total;2021;462
Total Nacional;02 Aragón;44 Teruel;78 Trabajadores de la madera, textil, confección, piel, cuero, calzado y otros operarios en oficios;Hombres;2022;338
Total Nacional;02 Aragón;44 Teruel;78 Trabajadores de la madera, textil, confección, piel, cuero, calzado y otros operarios en oficios;Hombres;2021;367
Total Nacional;02 Aragón;44 Teruel;78 Trabajadores de la madera, textil, confección, piel, cuero, calzado y otros operarios en oficios;Mujeres;2022;91
Total Nacional;02 Aragón;44 Teruel;78 Trabajadores de la madera, textil, confección, piel, cuero, calzado y otros operarios en oficios;Mujeres;2021;95
Total Nacional;02 Aragón;44 Teruel;81 Operadores de instalaciones y maquinaria fijas;Total;2022;1.606
Total Nacional;02 Aragón;44 Teruel;81 Operadores de instalaciones y maquinaria fijas;Total;2021;1.417
Total Nacional;02 Aragón;44 Teruel;81 Operadores de instalaciones y maquinaria fijas;Hombres;2022;1.341
Total Nacional;02 Aragón;44 Teruel;81 Operadores de instalaciones y maquinaria fijas;Hombres;2021;1.191
Total Nacional;02 Aragón;44 Teruel;81 Operadores de instalaciones y maquinaria fijas;Mujeres;2022;265
Total Nacional;02 Aragón;44 Teruel;81 Operadores de instalaciones y maquinaria fijas;Mujeres;2021;226
Total Nacional;02 Aragón;44 Teruel;82 Montadores y ensambladores en fábricas;Total;2022;113
Total Nacional;02 Aragón;44 Teruel;82 Montadores y ensambladores en fábricas;Total;2021;112
Total Nacional;02 Aragón;44 Teruel;82 Montadores y ensambladores en fábricas;Hombres;2022;96
Total Nacional;02 Aragón;44 Teruel;82 Montadores y ensambladores en fábricas;Hombres;2021;91
Total Nacional;02 Aragón;44 Teruel;82 Montadores y ensambladores en fábricas;Mujeres;2022;17
Total Nacional;02 Aragón;44 Teruel;82 Montadores y ensambladores en fábricas;Mujeres;2021;21
Total Nacional;02 Aragón;44 Teruel;83 Maquinistas de locomotoras, operadores de maquinaria agrícola y de equipos pesados móviles, y marineros;Total;2022;689
Total Nacional;02 Aragón;44 Teruel;83 Maquinistas de locomotoras, operadores de maquinaria agrícola y de equipos pesados móviles, y marineros;Total;2021;661
Total Nacional;02 Aragón;44 Teruel;83 Maquinistas de locomotoras, operadores de maquinaria agrícola y de equipos pesados móviles, y marineros;Hombres;2022;664
Total Nacional;02 Aragón;44 Teruel;83 Maquinistas de locomotoras, operadores de maquinaria agrícola y de equipos pesados móviles, y marineros;Hombres;2021;632
Total Nacional;02 Aragón;44 Teruel;83 Maquinistas de locomotoras, operadores de maquinaria agrícola y de equipos pesados móviles, y marineros;Mujeres;2022;25
Total Nacional;02 Aragón;44 Teruel;83 Maquinistas de locomotoras, operadores de maquinaria agrícola y de equipos pesados móviles, y marineros;Mujeres;2021;29
Total Nacional;02 Aragón;44 Teruel;84 Conductores de vehículos para el transporte urbano o por carretera;Total;2022;2.323
Total Nacional;02 Aragón;44 Teruel;84 Conductores de vehículos para el transporte urbano o por carretera;Total;2021;2.365
Total Nacional;02 Aragón;44 Teruel;84 Conductores de vehículos para el transporte urbano o por carretera;Hombres;2022;2.209
Total Nacional;02 Aragón;44 Teruel;84 Conductores de vehículos para el transporte urbano o por carretera;Hombres;2021;2.248
Total Nacional;02 Aragón;44 Teruel;84 Conductores de vehículos para el transporte urbano o por carretera;Mujeres;2022;114
Total Nacional;02 Aragón;44 Teruel;84 Conductores de vehículos para el transporte urbano o por carretera;Mujeres;2021;117
Total Nacional;02 Aragón;44 Teruel;91 Empleados domésticos;Total;2022;626
Total Nacional;02 Aragón;44 Teruel;91 Empleados domésticos;Total;2021;694
Total Nacional;02 Aragón;44 Teruel;91 Empleados domésticos;Hombres;2022;23
Total Nacional;02 Aragón;44 Teruel;91 Empleados domésticos;Hombres;2021;23
Total Nacional;02 Aragón;44 Teruel;91 Empleados domésticos;Mujeres;2022;603
Total Nacional;02 Aragón;44 Teruel;91 Empleados domésticos;Mujeres;2021;671
Total Nacional;02 Aragón;44 Teruel;92 Otro personal de limpieza;Total;2022;2.347
Total Nacional;02 Aragón;44 Teruel;92 Otro personal de limpieza;Total;2021;2.430
Total Nacional;02 Aragón;44 Teruel;92 Otro personal de limpieza;Hombres;2022;400
Total Nacional;02 Aragón;44 Teruel;92 Otro personal de limpieza;Hombres;2021;415
Total Nacional;02 Aragón;44 Teruel;92 Otro personal de limpieza;Mujeres;2022;1.947
Total Nacional;02 Aragón;44 Teruel;92 Otro personal de limpieza;Mujeres;2021;2.015
Total Nacional;02 Aragón;44 Teruel;93 Ayudantes de preparación de alimentos;Total;2022;276
Total Nacional;02 Aragón;44 Teruel;93 Ayudantes de preparación de alimentos;Total;2021;270
Total Nacional;02 Aragón;44 Teruel;93 Ayudantes de preparación de alimentos;Hombres;2022;61
Total Nacional;02 Aragón;44 Teruel;93 Ayudantes de preparación de alimentos;Hombres;2021;64
Total Nacional;02 Aragón;44 Teruel;93 Ayudantes de preparación de alimentos;Mujeres;2022;215
Total Nacional;02 Aragón;44 Teruel;93 Ayudantes de preparación de alimentos;Mujeres;2021;206
Total Nacional;02 Aragón;44 Teruel;94 Recogedores de residuos urbanos, vendedores callejeros y otras ocupaciones elementales en servicios;Total;2022;402
Total Nacional;02 Aragón;44 Teruel;94 Recogedores de residuos urbanos, vendedores callejeros y otras ocupaciones elementales en servicios;Total;2021;456
Total Nacional;02 Aragón;44 Teruel;94 Recogedores de residuos urbanos, vendedores callejeros y otras ocupaciones elementales en servicios;Hombres;2022;248
Total Nacional;02 Aragón;44 Teruel;94 Recogedores de residuos urbanos, vendedores callejeros y otras ocupaciones elementales en servicios;Hombres;2021;273
Total Nacional;02 Aragón;44 Teruel;94 Recogedores de residuos urbanos, vendedores callejeros y otras ocupaciones elementales en servicios;Mujeres;2022;154
Total Nacional;02 Aragón;44 Teruel;94 Recogedores de residuos urbanos, vendedores callejeros y otras ocupaciones elementales en servicios;Mujeres;2021;183
Total Nacional;02 Aragón;44 Teruel;95 Peones agrarios, forestales y de la pesca;Total;2022;1.164
Total Nacional;02 Aragón;44 Teruel;95 Peones agrarios, forestales y de la pesca;Total;2021;1.259
Total Nacional;02 Aragón;44 Teruel;95 Peones agrarios, forestales y de la pesca;Hombres;2022;978
Total Nacional;02 Aragón;44 Teruel;95 Peones agrarios, forestales y de la pesca;Hombres;2021;1.061
Total Nacional;02 Aragón;44 Teruel;95 Peones agrarios, forestales y de la pesca;Mujeres;2022;186
Total Nacional;02 Aragón;44 Teruel;95 Peones agrarios, forestales y de la pesca;Mujeres;2021;198
Total Nacional;02 Aragón;44 Teruel;96 Peones de la construcción y de la minería;Total;2022;572
Total Nacional;02 Aragón;44 Teruel;96 Peones de la construcción y de la minería;Total;2021;461
Total Nacional;02 Aragón;44 Teruel;96 Peones de la construcción y de la minería;Hombres;2022;536
Total Nacional;02 Aragón;44 Teruel;96 Peones de la construcción y de la minería;Hombres;2021;443
Total Nacional;02 Aragón;44 Teruel;96 Peones de la construcción y de la minería;Mujeres;2022;36
Total Nacional;02 Aragón;44 Teruel;96 Peones de la construcción y de la minería;Mujeres;2021;18
Total Nacional;02 Aragón;44 Teruel;97 Peones de las industrias manufactureras;Total;2022;1.752
Total Nacional;02 Aragón;44 Teruel;97 Peones de las industrias manufactureras;Total;2021;1.723
Total Nacional;02 Aragón;44 Teruel;97 Peones de las industrias manufactureras;Hombres;2022;1.304
Total Nacional;02 Aragón;44 Teruel;97 Peones de las industrias manufactureras;Hombres;2021;1.281
Total Nacional;02 Aragón;44 Teruel;97 Peones de las industrias manufactureras;Mujeres;2022;448
Total Nacional;02 Aragón;44 Teruel;97 Peones de las industrias manufactureras;Mujeres;2021;442
Total Nacional;02 Aragón;44 Teruel;98 Peones del transporte, descargadores y reponedores;Total;2022;283
Total Nacional;02 Aragón;44 Teruel;98 Peones del transporte, descargadores y reponedores;Total;2021;347
Total Nacional;02 Aragón;44 Teruel;98 Peones del transporte, descargadores y reponedores;Hombres;2022;220
Total Nacional;02 Aragón;44 Teruel;98 Peones del transporte, descargadores y reponedores;Hombres;2021;264
Total Nacional;02 Aragón;44 Teruel;98 Peones del transporte, descargadores y reponedores;Mujeres;2022;63
Total Nacional;02 Aragón;44 Teruel;98 Peones del transporte, descargadores y reponedores;Mujeres;2021;83
Total Nacional;02 Aragón;44 Teruel;No consta;Total;2022;3.210
Total Nacional;02 Aragón;44 Teruel;No consta;Total;2021;2.150
Total Nacional;02 Aragón;44 Teruel;No consta;Hombres;2022;1.895
Total Nacional;02 Aragón;44 Teruel;No consta;Hombres;2021;1.384
Total Nacional;02 Aragón;44 Teruel;No consta;Mujeres;2022;1.315
Total Nacional;02 Aragón;44 Teruel;No consta;Mujeres;2021;766
Total Nacional;02 Aragón;50 Zaragoza;Total;Total;2022;421.859
Total Nacional;02 Aragón;50 Zaragoza;Total;Total;2021;408.393
Total Nacional;02 Aragón;50 Zaragoza;Total;Hombres;2022;223.476
Total Nacional;02 Aragón;50 Zaragoza;Total;Hombres;2021;216.920
Total Nacional;02 Aragón;50 Zaragoza;Total;Mujeres;2022;198.383
Total Nacional;02 Aragón;50 Zaragoza;Total;Mujeres;2021;191.473
Total Nacional;02 Aragón;50 Zaragoza;11 Miembros del poder ejecutivo y de los cuerpos legislativos, directivos de la Administración Pública y organizaciones de interés social, directores ejecutivos;Total;2022;974
Total Nacional;02 Aragón;50 Zaragoza;11 Miembros del poder ejecutivo y de los cuerpos legislativos, directivos de la Administración Pública y organizaciones de interés social, directores ejecutivos;Total;2021;1.053
Total Nacional;02 Aragón;50 Zaragoza;11 Miembros del poder ejecutivo y de los cuerpos legislativos, directivos de la Administración Pública y organizaciones de interés social, directores ejecutivos;Hombres;2022;734
Total Nacional;02 Aragón;50 Zaragoza;11 Miembros del poder ejecutivo y de los cuerpos legislativos, directivos de la Administración Pública y organizaciones de interés social, directores ejecutivos;Hombres;2021;789
Total Nacional;02 Aragón;50 Zaragoza;11 Miembros del poder ejecutivo y de los cuerpos legislativos, directivos de la Administración Pública y organizaciones de interés social, directores ejecutivos;Mujeres;2022;240
Total Nacional;02 Aragón;50 Zaragoza;11 Miembros del poder ejecutivo y de los cuerpos legislativos, directivos de la Administración Pública y organizaciones de interés social, directores ejecutivos;Mujeres;2021;264
Total Nacional;02 Aragón;50 Zaragoza;12 Directores de departamentos administrativos y comerciales;Total;2022;5.141
Total Nacional;02 Aragón;50 Zaragoza;12 Directores de departamentos administrativos y comerciales;Total;2021;4.961
Total Nacional;02 Aragón;50 Zaragoza;12 Directores de departamentos administrativos y comerciales;Hombres;2022;3.396
Total Nacional;02 Aragón;50 Zaragoza;12 Directores de departamentos administrativos y comerciales;Hombres;2021;3.340
Total Nacional;02 Aragón;50 Zaragoza;12 Directores de departamentos administrativos y comerciales;Mujeres;2022;1.745
Total Nacional;02 Aragón;50 Zaragoza;12 Directores de departamentos administrativos y comerciales;Mujeres;2021;1.621
Total Nacional;02 Aragón;50 Zaragoza;13 Directores de producción y operaciones;Total;2022;3.999
Total Nacional;02 Aragón;50 Zaragoza;13 Directores de producción y operaciones;Total;2021;3.996
Total Nacional;02 Aragón;50 Zaragoza;13 Directores de producción y operaciones;Hombres;2022;2.874
Total Nacional;02 Aragón;50 Zaragoza;13 Directores de producción y operaciones;Hombres;2021;2.871
Total Nacional;02 Aragón;50 Zaragoza;13 Directores de producción y operaciones;Mujeres;2022;1.125
Total Nacional;02 Aragón;50 Zaragoza;13 Directores de producción y operaciones;Mujeres;2021;1.125
Total Nacional;02 Aragón;50 Zaragoza;14 Directores y gerentes de empresas de alojamiento, restauración y comercio;Total;2022;2.619
Total Nacional;02 Aragón;50 Zaragoza;14 Directores y gerentes de empresas de alojamiento, restauración y comercio;Total;2021;2.755
Total Nacional;02 Aragón;50 Zaragoza;14 Directores y gerentes de empresas de alojamiento, restauración y comercio;Hombres;2022;1.761
Total Nacional;02 Aragón;50 Zaragoza;14 Directores y gerentes de empresas de alojamiento, restauración y comercio;Hombres;2021;1.857
Total Nacional;02 Aragón;50 Zaragoza;14 Directores y gerentes de empresas de alojamiento, restauración y comercio;Mujeres;2022;858
Total Nacional;02 Aragón;50 Zaragoza;14 Directores y gerentes de empresas de alojamiento, restauración y comercio;Mujeres;2021;898
Total Nacional;02 Aragón;50 Zaragoza;15 Directores y gerentes de otras empresas de servicios no clasificados bajo otros epígrafes;Total;2022;1.992
Total Nacional;02 Aragón;50 Zaragoza;15 Directores y gerentes de otras empresas de servicios no clasificados bajo otros epígrafes;Total;2021;1.972
Total Nacional;02 Aragón;50 Zaragoza;15 Directores y gerentes de otras empresas de servicios no clasificados bajo otros epígrafes;Hombres;2022;1.129
Total Nacional;02 Aragón;50 Zaragoza;15 Directores y gerentes de otras empresas de servicios no clasificados bajo otros epígrafes;Hombres;2021;1.131
Total Nacional;02 Aragón;50 Zaragoza;15 Directores y gerentes de otras empresas de servicios no clasificados bajo otros epígrafes;Mujeres;2022;863
Total Nacional;02 Aragón;50 Zaragoza;15 Directores y gerentes de otras empresas de servicios no clasificados bajo otros epígrafes;Mujeres;2021;841
Total Nacional;02 Aragón;50 Zaragoza;21 Profesionales de la salud;Total;2022;17.137
Total Nacional;02 Aragón;50 Zaragoza;21 Profesionales de la salud;Total;2021;16.364
Total Nacional;02 Aragón;50 Zaragoza;21 Profesionales de la salud;Hombres;2022;4.306
Total Nacional;02 Aragón;50 Zaragoza;21 Profesionales de la salud;Hombres;2021;4.079
Total Nacional;02 Aragón;50 Zaragoza;21 Profesionales de la salud;Mujeres;2022;12.831
Total Nacional;02 Aragón;50 Zaragoza;21 Profesionales de la salud;Mujeres;2021;12.285
